repo,number,title,updated_at,base,draft,url,review_level,decision,reason
NVIDIA-NeMo/RL,3932,perf(sequence-packing): use CPU sequence boundaries,2026-09-22T04:39:13Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3932,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3550,feat: add GDPO research project,2026-09-22T04:39:04Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3550,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4196,chore(dtensor): move remaining DTensor v1 configs to v2,2026-09-22T04:38:08Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4196,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4198,refactor(dtensor): remove the DTensor v1 policy worker,2026-09-22T03:12:51Z,yukih/reject-dtensor-v1,False,https://github.com/NVIDIA-NeMo/RL/pull/4198,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3726,feat(draft): add DSpark tiled objectives,2026-09-22T03:10:37Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3726,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3711,feat(draft): add DSpark auxiliary heads,2026-09-22T03:10:36Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3711,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3723,feat(draft): add tensor-parallel DFlash body,2026-09-22T03:10:34Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3723,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3715,feat(draft): add projected soft CE for DFlash,2026-09-22T03:10:32Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3715,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4240,fix: routed-expert range check and default route in int64 for uint16 ids,2026-09-22T02:21:06Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4240,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4239,docs: add NeMo Gym environment guidance,2026-09-22T02:05:13Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4239,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4160,fix(grpo): legacy loops exclude loss-masked rows from the group baseline / std,2026-09-22T01:21:28Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4160,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4117,feat(checkpoint): Support turn-level checkpoint,2026-09-22T00:44:56Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4117,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4176,refactor(workers)!: unify worker class selection through config,2026-09-22T00:27:17Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4176,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,2269,feat: decouple IS correction level from GSPO policy ratio,2026-09-22T00:26:52Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/2269,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3929,feat(single-controller): pause generation during refit,2026-09-21T23:25:34Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3929,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4125,feat(draft) - Add Dynamic CP Support,2026-09-21T22:04:29Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4125,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3408,"feat(research): add flow_grpo, Flow-GRPO for Qwen-Image",2026-09-21T21:42:21Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3408,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3519,feat(sglang): support checkpoint-engine refit,2026-09-21T21:31:37Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3519,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3512,refactor(algorithms): standardize advantage-estimator results,2026-09-21T21:31:37Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3512,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3552,perf(imports): stop loading optional integrations to import grpo,2026-09-21T21:22:54Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3552,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3294,perf: Reduce MXFP8 refit weight-transfer overheads,2026-09-21T21:20:17Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3294,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3551,"fix(loss): exclude -inf logprobs from the actor reduction, not the KL",2026-09-21T21:17:06Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3551,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4052,feat(telemetry)!: instrument the single-controller path and propagate traces,2026-09-21T21:05:06Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4052,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3496,perf(loss): defer the fp32 upcast in the distillation top-k path,2026-09-21T21:03:59Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3496,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4037,perf: use HybridEP in AutoModel MoE recipes,2026-09-21T20:54:35Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4037,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4237,feat(dynamo): forward multimodal rollout data,2026-09-21T20:53:58Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4237,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3704,feat(refit): integrate ModelExpress weight synchronization,2026-09-21T20:30:28Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3704,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4236,feat(recipes): add async SpatialClaw PivotRL,2026-09-21T20:19:36Z,ehsan/spatialclaw-async-grpo,True,https://github.com/NVIDIA-NeMo/RL/pull/4236,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4235,feat(nemo-gym): support async SpatialClaw GRPO,2026-09-21T20:19:34Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4235,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4100,perf(dataplane): gdr gpu resident put,2026-09-21T18:11:49Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4100,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4233,fix(sc): pass refit_payload_mode when recovery regenerates refit info,2026-09-21T15:29:39Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4233,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3751,feat: performance optimization of clipped pg loss,2026-09-21T12:27:59Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3751,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3424,feat: [DONT MERGE] Fake PR for CI on opt/dev branch,2026-09-21T11:25:25Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3424,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4143,feat(Automodel): add MiniMax-M3 GRPO training support,2026-09-21T09:38:47Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4143,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4220,feat(vllm): forward thinking_token_budget to vLLM SamplingParams,2026-09-21T08:32:24Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4220,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4221,fix(vllm): declare the LLM-class usage context for the async engine,2026-09-21T08:32:06Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4221,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4229,feat(vllm): abort policy for generation log-prob validation,2026-09-21T08:31:26Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4229,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4218,fix(vllm): validate generation log-probs instead of zero-filling,2026-09-21T08:31:15Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4218,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3692,feat: add checkpointing.resume_if_exists to control automatic resumption,2026-09-21T08:24:22Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3692,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3691,fix: propagate policy CLI overrides to the distillation teacher config,2026-09-21T08:24:21Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3691,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3690,fix: raise an actionable error when a prepare_for_* step is skipped,2026-09-21T08:24:20Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3690,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3447,fix: stale function name in no-BOS tokenizer message,2026-09-21T08:24:19Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/3447,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4228,feat(model): add DeepSeek V4.1 Flash support,2026-09-21T07:34:18Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4228,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4227,feat(dtensor): opt-in CUDA memory-history snapshot on worker OOM,2026-09-21T07:08:29Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4227,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4226,feat(dtensor): configurable FSDP2 mixed-precision output dtype,2026-09-21T07:08:27Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4226,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4223,feat(async): stream prompt groups from the native multi-turn collector,2026-09-21T07:08:25Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4223,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4224,feat(async): FIFO target assignment for streamed prompt groups,2026-09-21T06:57:37Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4224,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4225,feat(grpo): context-cost reward shaping for multi-turn rollouts,2026-09-21T06:57:23Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4225,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4090,fix: capture inner vLLM TP-worker nsys traces for ALL ranks,2026-09-21T06:46:39Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4090,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4222,fix: chunk target logprobs without tensor parallelism (long-context OOM),2026-09-21T06:06:36Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4222,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4219,fix: report no OpenAI server as an empty list across generation backends,2026-09-21T05:40:33Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4219,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,3714,fix: add back NRL_NCCL_TIMEOUT_MINUTES to avoid megatron nccl timeout,2026-09-21T04:20:00Z,opt/dev,False,https://github.com/NVIDIA-NeMo/RL/pull/3714,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4135,feat(checkpoint): checkpoint at token / prefix level,2026-09-21T04:17:13Z,amahishi/turn-level-checkpoint,True,https://github.com/NVIDIA-NeMo/RL/pull/4135,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4174,fix(distillation): share loss controls across the optimizer batch,2026-09-21T00:25:10Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4174,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4162,fix(sglang): keep reduction originals reachable in unpatched subprocesses,2026-09-20T09:47:55Z,main,True,https://github.com/NVIDIA-NeMo/RL/pull/4162,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4131,Zongfeij/dev,2026-09-20T08:56:02Z,opt/dev-rubin-pin,False,https://github.com/NVIDIA-NeMo/RL/pull/4131,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA-NeMo/RL,4214,fix(ci): do not reuse a code snapshot that was never finished,2026-09-20T08:37:20Z,main,False,https://github.com/NVIDIA-NeMo/RL/pull/4214,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7575,fix: preserve reload cadence for partial activation offload,2026-09-22T09:01:01Z,main,True,https://github.com/NVIDIA/Megatron-LM/pull/7575,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7528,Remove a redundant device-to-host sync from the ragged dispatch path,2026-09-22T08:40:35Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7528,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6615,[MCore] Enable dense routing maps for Flex dispatch,2026-09-22T08:40:32Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6615,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6403,Add HybridModel hash MoE routing,2026-09-22T08:32:51Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6403,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7470,fix(MTP's memory): Reuse the GTP wgrad send buffer across a weight's repeated backwards,2026-09-22T08:16:56Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7470,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7208,perf(dsa): tile indexer heads in the unfused score fallback,2026-09-22T08:06:24Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7208,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6882,[DEV] Generalized Tensor Parallelism (GTP),2026-09-22T07:48:28Z,dev,True,https://github.com/NVIDIA/Megatron-LM/pull/6882,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6925,Support NCCL UBR gradient-buffer offload in RL,2026-09-22T07:23:52Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6925,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,5153,Add DeepEP v2 flex dispatcher backend,2026-09-22T07:20:55Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/5153,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7573,feat(gtp): collapses output_layer's repeated wgrad reduce-scatters into one per iteration,2026-09-22T06:51:12Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7573,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7574,Fix premature activation offload chunk completion,2026-09-22T06:35:45Z,main,True,https://github.com/NVIDIA/Megatron-LM/pull/7574,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6871,fix: clear stale gradients in HybridDeviceOptimizer,2026-09-22T06:28:32Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6871,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7343,[dev] Fix regression in CSA for packed THD sequence training on SM100.,2026-09-22T06:21:01Z,dev,False,https://github.com/NVIDIA/Megatron-LM/pull/7343,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7478,Perf and memory overheads fix for MTP and Cross Entropy,2026-09-22T06:08:12Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7478,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7152,Add the min-memory DSA attention kernels,2026-09-22T06:06:18Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7152,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7156,Add DSA over GQA to the hybrid model,2026-09-22T06:05:50Z,pull-request/7152,False,https://github.com/NVIDIA/Megatron-LM/pull/7156,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7158,Track optimizer steps per parameter group instead of globally,2026-09-22T06:05:38Z,pull-request/7156,False,https://github.com/NVIDIA/Megatron-LM/pull/7158,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7181,Wire the DSA indexer into the training loop,2026-09-22T06:04:30Z,pull-request/7158,False,https://github.com/NVIDIA/Megatron-LM/pull/7181,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7396,Add TensorAtomic support in MFSDPv2,2026-09-22T05:54:43Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7396,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7254,Add the Energon multimodal SFT data pipeline,2026-09-22T05:09:30Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7254,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7572,Log unit test failures before distributed teardown,2026-09-22T04:45:56Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7572,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7557,MInf: hand compact prompt ids and media tensors to the payload stager,2026-09-22T04:42:01Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7557,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7526,Add a paired ScatterMoE expert-backend benchmark (dense vs fused Triton kernels),2026-09-22T04:39:25Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7526,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7399,[Fix bug] order the inline reload after its group's device-to-host copy,2026-09-22T04:39:19Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7399,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7054,Add KDA (Kimi Delta Attention) hybrid layers with GLM-style two-stage gates,2026-09-22T04:39:16Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7054,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,5963,Fix fused MLA Q-RoPE in-place load/store races,2026-09-22T04:39:03Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/5963,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7224,[Tracking and Reference] DeepSeek-V4.1-Flash support,2026-09-22T04:35:08Z,dev,True,https://github.com/NVIDIA/Megatron-LM/pull/7224,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7161,fix(gtp): checkpoint fused projections in logical layout,2026-09-22T03:19:56Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7161,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7571,Serialize callable model-config fields,2026-09-22T03:19:42Z,main,True,https://github.com/NVIDIA/Megatron-LM/pull/7571,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7045,[DCP V2 1/4] Define the runtime dynamic-CP group contract,2026-09-22T03:16:31Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7045,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7569,feat(mimo): trace core model and bridge operations,2026-09-22T03:15:05Z,main,True,https://github.com/NVIDIA/Megatron-LM/pull/7569,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7567,fix(mimo): register telemetry startup timestamps,2026-09-22T03:15:04Z,main,True,https://github.com/NVIDIA/Megatron-LM/pull/7567,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7562,fix(inference): bitwise train/generation parity for batch-invariant hybrid MoE models,2026-09-22T03:06:45Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7562,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6828,[Main] Support paged stash with device-initiated GroupedLinear,2026-09-22T03:02:44Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6828,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7344,save run_config.yaml inside checkpoint dir,2026-09-22T03:01:56Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7344,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6486,Enable Pipeline Parallelism Support for M-FSDP v2,2026-09-22T02:56:15Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6486,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7040,fix(fusions): compose caller mask with sliding-window mask instead of dropping it,2026-09-22T02:49:50Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7040,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6683,Add the option to layer-shard Muon computation among TP x GTP-remat ranks,2026-09-22T02:46:51Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6683,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,6716,[1/4] Add streamwise wide-residual core for Transformer layers,2026-09-22T02:25:27Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/6716,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7570,[Dev] Fix: Normalize MTP token ratios over DP and CP,2026-09-22T02:18:03Z,dev,True,https://github.com/NVIDIA/Megatron-LM/pull/7570,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
NVIDIA/Megatron-LM,7430,Add an RLConfig section to the training config,2026-09-22T02:07:55Z,main,False,https://github.com/NVIDIA/Megatron-LM/pull/7430,metadata_only,Observe,open 状态快照；updated_at 不等于新代码；不当作已合并能力
