repo,id,event_at_utc,month_asia_shanghai,title,author,branch_or_target,merge_or_commit_sha,url,previous_url_or_sha_match
NVIDIA-NeMo/RL,4205,2026-09-19T03:47:00Z,2026-09,chore: bump Gym for SA-V and BrowseComp support,yfw,super-v3.5-posttraining,f6822b329e1fa28a3992a45ec73c21f903b22ffa,https://github.com/NVIDIA-NeMo/RL/pull/4205,false
NVIDIA-NeMo/RL,4199,2026-09-18T23:26:36Z,2026-09,fix(vlm): add joint MOPD video,ehosseiniasl,super-v3.5-posttraining,a6951c0b7c36949145c783e3500d2588daeeb8c3,https://github.com/NVIDIA-NeMo/RL/pull/4199,false
NVIDIA-NeMo/RL,4189,2026-09-18T23:20:50Z,2026-09,fix(video): load frozen vision weights and disable unused MTP,ehosseiniasl,super-v3.5-posttraining,501709c027150ff953847b51f66f4e1d5d5cef16,https://github.com/NVIDIA-NeMo/RL/pull/4189,false
NVIDIA-NeMo/RL,4179,2026-09-18T22:49:55Z,2026-09,chore(deps): bump mooncake and wandb,kajalj22,main,b7a4d95d9099bae2b7f3713cc402aed3f21aef8d,https://github.com/NVIDIA-NeMo/RL/pull/4179,false
NVIDIA-NeMo/RL,4106,2026-09-18T22:42:51Z,2026-09,feat(data): add PackedTensor preprocessing modes,rohitrango,main,a6845608eac0a5690134f21cddf46676b412137a,https://github.com/NVIDIA-NeMo/RL/pull/4106,true
NVIDIA-NeMo/RL,4188,2026-09-18T22:18:43Z,2026-09,fix(vlm): align training media with rollout placeholders,ehosseiniasl,super-v3.5-posttraining,f871add415b3850c72df8cefbf78d9ff4528b8e5,https://github.com/NVIDIA-NeMo/RL/pull/4188,false
NVIDIA-NeMo/RL,4184,2026-09-18T22:03:06Z,2026-09,build: exclude PyAV from shipped container,rohitrango,main,579973db2d1435830454346259eb88a3c6e23d66,https://github.com/NVIDIA-NeMo/RL/pull/4184,false
NVIDIA-NeMo/RL,3707,2026-09-18T20:23:52Z,2026-09,feat(draft): support optimizer schedule overrides,seonjinn,main,771c56c2fb9f1fda4a89d3a620f6ac47e97f6f9b,https://github.com/NVIDIA-NeMo/RL/pull/3707,false
NVIDIA-NeMo/RL,4187,2026-09-18T07:04:46Z,2026-09,feat(vlm): support mixed SA-V and CapRL video manifests,ehosseiniasl,super-v3.5-posttraining,2ad27a63570bb7dc148a3fd4a1f73861d6f4da13,https://github.com/NVIDIA-NeMo/RL/pull/4187,false
NVIDIA-NeMo/RL,4197,2026-09-18T16:46:40Z,2026-09,test(automodel): AUT-2382 add checkpoint config to v2 worker fixture,svcnemo-autobot,main,3056d5db32fbe8cbc72447bee79dd7f7859838c4,https://github.com/NVIDIA-NeMo/RL/pull/4197,false
NVIDIA-NeMo/RL,4156,2026-09-18T08:40:06Z,2026-09,perf(ppo): vectorize GAE when gamma and lambda are one,youngeunkwon0405,main,ca1483c382b2774d7dded562637c07b099f1759d,https://github.com/NVIDIA-NeMo/RL/pull/4156,false
NVIDIA-NeMo/RL,3935,2026-09-18T07:56:15Z,2026-09,fix(automodel): align checkpoint lifecycle with consolidated save modes,jQizhang,main,4fa8beff3b6aa1482ddbeeb34d7b05ebd37cc837,https://github.com/NVIDIA-NeMo/RL/pull/3935,true
NVIDIA-NeMo/RL,3898,2026-09-18T07:05:52Z,2026-09,feat(data-plane): add Mooncake storage checkpoints,zyzhou5,main,54b6aae965bf46a0a781aeda4446c86e2a868bf5,https://github.com/NVIDIA-NeMo/RL/pull/3898,true
NVIDIA-NeMo/RL,3372,2026-09-18T07:00:01Z,2026-09,feat(nemo-gym): route rollouts across shard actors,ananthsub,main,a8cbb67d18ababa205020749b6413037a6561b0f,https://github.com/NVIDIA-NeMo/RL/pull/3372,false
NVIDIA-NeMo/RL,4096,2026-09-18T06:31:40Z,2026-09,feat: add fp32 LM head toggle,guyueh1,main,3ceb80098eb6f89384adc29de601d83b6e293cfb,https://github.com/NVIDIA-NeMo/RL/pull/4096,false
NVIDIA-NeMo/RL,3371,2026-09-18T04:22:08Z,2026-09,feat(nemo-gym): create actors for configured shards,ananthsub,main,60d1d172efb51b53404d64db35aab6437041aae9,https://github.com/NVIDIA-NeMo/RL/pull/3371,false
NVIDIA-NeMo/RL,4105,2026-09-18T00:39:34Z,2026-09,feat: add Energon-owned SFT sequence packing,rohitrango,main,946b1970f50ff5714a2ec9dfacbdcc1017cf27de,https://github.com/NVIDIA-NeMo/RL/pull/4105,true
NVIDIA-NeMo/RL,4153,2026-09-17T18:19:28Z,2026-09,fix(docker): persist the TRT-LLM wheel,tdene,main,702cd794ff1a7d9233c51dc2597a1d3506cffab7,https://github.com/NVIDIA-NeMo/RL/pull/4153,false
NVIDIA-NeMo/RL,4137,2026-09-17T12:26:19Z,2026-09,perf(ppo): skip duplicate GAE for equal lambdas,alanliu-nvidia,main,d4b4468865e6f86bc5c79cc8f42759daabd8cd3f,https://github.com/NVIDIA-NeMo/RL/pull/4137,false
NVIDIA-NeMo/RL,3630,2026-09-17T11:47:59Z,2026-09,fix(vllm): support misaligned MXFP8 MoE dimensions,seonjinn,main,bcf1a56daefe67e325f914b32788587a3965404d,https://github.com/NVIDIA-NeMo/RL/pull/3630,false
NVIDIA-NeMo/RL,3703,2026-09-17T09:38:20Z,2026-09,feat(draft): stream vocab-parallel soft CE,seonjinn,main,8241b9f6f4caf162e35b785142922d934e108d86,https://github.com/NVIDIA-NeMo/RL/pull/3703,true
NVIDIA-NeMo/RL,3918,2026-09-12T06:10:24Z,2026-09,perf(gym): keep health checks off rollout event loop,ananthsub,main,90a2a212d503455d8590be5c8de3cb989d3425b0,https://github.com/NVIDIA-NeMo/RL/pull/3918,false
NVIDIA-NeMo/RL,3616,2026-09-17T02:15:29Z,2026-09,"feat(data-plane): track data-plane time, latency percentiles and byte volume",ZhiyuLi-Nvidia,main,fb121a00d6b49cffd59e9e13e6c92215008b948e,https://github.com/NVIDIA-NeMo/RL/pull/3616,true
NVIDIA-NeMo/RL,4118,2026-09-16T22:46:05Z,2026-09,perf: enable HybridEP in remaining GB200 MoE performance recipes,seonjinn,main,1bded4304c48410a39e49d10cacfca1a2f3aaacd,https://github.com/NVIDIA-NeMo/RL/pull/4118,false
NVIDIA-NeMo/RL,4151,2026-09-16T17:49:27Z,2026-09,fix(vlm): use the vLLM prompt keys in async rollouts,yfw,main,1cef394359aeddf1eaf4f1d209208be7b6ec0b1a,https://github.com/NVIDIA-NeMo/RL/pull/4151,false
NVIDIA-NeMo/RL,3701,2026-09-16T05:59:53Z,2026-09,refactor(draft): add typed speculator contract,seonjinn,main,b03da0f469cdb2882bda83c0f04317c6159ed266,https://github.com/NVIDIA-NeMo/RL/pull/3701,false
NVIDIA-NeMo/RL,3369,2026-09-16T05:24:34Z,2026-09,feat(nemo-gym): define shard configuration,ananthsub,main,806e9d1cd6f4f39176c0eb0a90b46d00b56606f9,https://github.com/NVIDIA-NeMo/RL/pull/3369,false
NVIDIA-NeMo/RL,4113,2026-09-16T04:51:02Z,2026-09,fix(vlm): forward image payloads in async rollouts,jinglinglingling,main,26f3b19a2b1e2e932caa2ec24cf9af6c916e3a9c,https://github.com/NVIDIA-NeMo/RL/pull/4113,false
NVIDIA-NeMo/RL,3803,2026-09-16T04:14:07Z,2026-09,feat(vllm): generalize multimodal prompt data,pstjohn,main,4d969c93268fda1687fed8ca38668da4087ce76b,https://github.com/NVIDIA-NeMo/RL/pull/3803,false
NVIDIA-NeMo/RL,3861,2026-09-16T03:35:17Z,2026-09,fix(genrm): propagate prompt cohort retry identity,macandro96,main,479df55f742d1d851db6d2cd3cec9a6d1adb6f13,https://github.com/NVIDIA-NeMo/RL/pull/3861,false
NVIDIA-NeMo/RL,4086,2026-09-15T19:04:24Z,2026-09,fix(megatron): synchronize parameters before inference refit,wdykas,main,c69a64274b34cf31f53722ab0cd46ec0637ef273,https://github.com/NVIDIA-NeMo/RL/pull/4086,false
NVIDIA-NeMo/RL,4132,2026-09-15T14:17:32Z,2026-09,ci: AUT-2320 cancel stale approval queue runs,svcnemo-autobot,main,ba23bb1d1d5c9a348eda8bb2e42fe1229cbc0132,https://github.com/NVIDIA-NeMo/RL/pull/4132,false
NVIDIA-NeMo/RL,4112,2026-09-15T00:24:48Z,2026-09,fix: select Gym environment for rollout reassembler actors,pthombre,main,feff70f5b6239d90dc703ae79b973ea809550732,https://github.com/NVIDIA-NeMo/RL/pull/4112,false
NVIDIA-NeMo/RL,3592,2026-09-14T23:22:55Z,2026-09,feat(sc): restart dead generation shards and re-admit them at the next refit,terrykong,main,53bce0568e2a2a9d49985f2157050da5e59a70ce,https://github.com/NVIDIA-NeMo/RL/pull/3592,true
NVIDIA-NeMo/RL,4083,2026-09-14T19:40:32Z,2026-09,fix(routing_replay): Disable routing replay for OPD teachers,pjin-nvidia,super-v3.5-posttraining,b2346d7b63673e4b46ca6405dc1c4e22e68f8452,https://github.com/NVIDIA-NeMo/RL/pull/4083,false
NVIDIA-NeMo/RL,4127,2026-09-14T18:47:52Z,2026-09,fix(megatron): backport runtime model finalizer fix to super-v3.5-posttraining,yfw,super-v3.5-posttraining,65d9fe49d8338196519f968b8db00d1171987a9e,https://github.com/NVIDIA-NeMo/RL/pull/4127,false
NVIDIA-NeMo/RL,3595,2026-09-14T10:47:54Z,2026-09,feat: add DeepSeek V4 Flash GRPO support - Automodel path,zpqiu,main,81115337c62ec8e2c34ff069d0659e406da6c601,https://github.com/NVIDIA-NeMo/RL/pull/3595,false
NVIDIA-NeMo/RL,4098,2026-09-13T16:16:33Z,2026-09,fix(megatron): Handle MTP position_ids correctly,tdene,main,9f962dce64c04d4da9b73e5285cc839075a9c667,https://github.com/NVIDIA-NeMo/RL/pull/4098,false
NVIDIA-NeMo/RL,4121,2026-09-13T14:42:28Z,2026-09,ci: AUT-2286 add approve-test-queue concurrency group,svcnemo-autobot,main,447d7d0303c98b1da34c3f08f3a9916c562e9b01,https://github.com/NVIDIA-NeMo/RL/pull/4121,false
NVIDIA-NeMo/RL,4063,2026-09-13T05:08:07Z,2026-09,feat(sc): wire refit_with_reload_api into v2 entrypoint,guyueh1,main,88ee6c1a7711e7cb5219e70b04f001fd0ce52f2b,https://github.com/NVIDIA-NeMo/RL/pull/4063,false
NVIDIA-NeMo/RL,3633,2026-09-12T22:07:44Z,2026-09,feat(nemo-gym): expose resolved config entries,ananthsub,main,d633032b2a8017c69ddfff9183deb42cab6b36f4,https://github.com/NVIDIA-NeMo/RL/pull/3633,false
NVIDIA-NeMo/RL,4103,2026-09-12T22:02:33Z,2026-09,fix(data-plane): move mooncake's ports out of the ephemeral range,saumishr,main,c8c2209b2f7a2b0aa57a1b57aee41fd18574ce29,https://github.com/NVIDIA-NeMo/RL/pull/4103,false
NVIDIA-NeMo/RL,3925,2026-09-12T21:43:56Z,2026-09,feat(sc): telemetry for rollout checkpointing,macandro96,main,2946b384c6bdd77352ef6c90c9554b852efbc8a9,https://github.com/NVIDIA-NeMo/RL/pull/3925,false
NVIDIA-NeMo/RL,3368,2026-09-11T23:55:24Z,2026-09,fix(nemo-gym): define actor failure and teardown ownership,ananthsub,main,87a0aa606d6941f265baa64be2d6351236152081,https://github.com/NVIDIA-NeMo/RL/pull/3368,false
NVIDIA-NeMo/RL,3739,2026-09-11T07:32:50Z,2026-09,feat(megatron): add nccl_reshard M-to-N refit for Megatron generation,wdykas,main,5d49fbf4e74bdd3a6627c48759c4a66b8920743b,https://github.com/NVIDIA-NeMo/RL/pull/3739,true
NVIDIA-NeMo/RL,3942,2026-09-11T01:05:46Z,2026-09,fix(trtllm): unwrap torch.compile before refit loads weights,hchings,opt/dev-rubin-pin,fa79e671a6b9843b950a6e6176835b080ad98d7e,https://github.com/NVIDIA-NeMo/RL/pull/3942,false
NVIDIA-NeMo/RL,3912,2026-09-10T23:43:18Z,2026-09,feat(mllm): Changes to properly support latest Megatron Inference Features,ArEsKay3,main,18cce9aed062fc4252b440bf4e7733740c986a75,https://github.com/NVIDIA-NeMo/RL/pull/3912,false
NVIDIA-NeMo/RL,3762,2026-09-10T18:08:56Z,2026-09,feat(megatron): expose mcore inference async_sched_mode and cover it,shanmugamr1992,main,8cd44c4b79e22d3014515e5587e9319183f0e79e,https://github.com/NVIDIA-NeMo/RL/pull/3762,false
NVIDIA-NeMo/RL,4076,2026-09-10T08:39:34Z,2026-09,set limits_per_host=0,yfw,super-v3.5-posttraining,a562db3077ea9e4dc65aaf4902ed810a42c94940,https://github.com/NVIDIA-NeMo/RL/pull/4076,false
NVIDIA-NeMo/RL,3978,2026-09-10T08:10:06Z,2026-09,feat(mopd): add full-vocabulary on-policy distillation to SingleController,RayenTian,main,c49d53e2e46e95ba645870fead6d48e36c37259b,https://github.com/NVIDIA-NeMo/RL/pull/3978,true
NVIDIA-NeMo/RL,3438,2026-09-10T07:58:06Z,2026-09,perf: enable HybridEP in H100/B200 performance recipes,seonjinn,main,a2d71f3d27445a7f2a53ad8720b98bc212ddb39c,https://github.com/NVIDIA-NeMo/RL/pull/3438,false
NVIDIA-NeMo/RL,4038,2026-09-09T13:31:56Z,2026-09,build: enable multi-node HybridEP in container images,seonjinn,main,e518e602fbff282dbb1d5033a819b2cdc18cfb12,https://github.com/NVIDIA-NeMo/RL/pull/4038,false
NVIDIA-NeMo/RL,4050,2026-09-09T23:20:05Z,2026-09,fix(docker): Gym venv reconciliation,tdene,main,fd45cb8e44782c6ad3e218f47415d42c976b793c,https://github.com/NVIDIA-NeMo/RL/pull/4050,false
NVIDIA-NeMo/RL,3501,2026-09-09T22:54:34Z,2026-09,feat(data_plane): add Mooncake GDR support,zyzhou5,main,a22f31175a77a0cf333213873dd1f4e2d2cd4100,https://github.com/NVIDIA-NeMo/RL/pull/3501,false
NVIDIA-NeMo/RL,3659,2026-09-09T22:22:35Z,2026-09,fix(vllm): support BF16 TRTLLM NCCL reshard refit,seonjinn,main,760cee95fde045f66cf4c296bcddda456172e77a,https://github.com/NVIDIA-NeMo/RL/pull/3659,false
NVIDIA-NeMo/RL,4057,2026-09-09T21:43:22Z,2026-09,feat: Routing replay: ray backend + optimizations,pjin-nvidia,super-v3.5-posttraining,1bc0ed1fe80b05b7e551114f03261725c743165b,https://github.com/NVIDIA-NeMo/RL/pull/4057,false
NVIDIA-NeMo/RL,4065,2026-09-09T21:09:33Z,2026-09,fix: Update routing replay key,pjin-nvidia,pjin/super-v3.5-r3-rebase-merge-20260908,60af78545038f8a391998dbbcba19c72caaf19f1,https://github.com/NVIDIA-NeMo/RL/pull/4065,false
NVIDIA-NeMo/RL,3874,2026-09-09T20:36:53Z,2026-09,feat: add lora warm-start,pstjohn,main,a0a4b901c5b66b70cbf16c2d45c437d041706aba,https://github.com/NVIDIA-NeMo/RL/pull/3874,false
NVIDIA-NeMo/RL,4064,2026-09-09T20:34:12Z,2026-09,build: use vLLM Super Omni RADIO LayerNorm fix,yfw,super-v3.5-posttraining,9f7ff60d5854414b27c18bfd62933bbd8a2c8877,https://github.com/NVIDIA-NeMo/RL/pull/4064,false
NVIDIA-NeMo/RL,3809,2026-09-09T20:18:11Z,2026-09,feat(workers): Add config-driven worker extension FQNs,pstjohn,main,3c17147eb893bd44628b2dde3c1cb5976c9a7d24,https://github.com/NVIDIA-NeMo/RL/pull/3809,false
NVIDIA-NeMo/RL,3300,2026-09-09T16:00:26Z,2026-09,perf(grpo): make non-colocated refit offload optional,wdykas,main,f0f85513af2d232c435100b0656b31db25dfbcd5,https://github.com/NVIDIA-NeMo/RL/pull/3300,false
NVIDIA-NeMo/RL,3722,2026-08-25T12:44:51Z,2026-08,fix(dtensor-v2): keep the KL reference anchored to base weights across resumes,yuekaizhang,main,646e6e49c044e3e49d843253370b7059406dbd7f,https://github.com/NVIDIA-NeMo/RL/pull/3722,false
NVIDIA-NeMo/RL,3021,2026-07-02T06:58:05Z,2026-07,fix: (qwen3-omni) disable vLLM sequence_parallel_chunk custom op,yuekaizhang,main,91b6574d31f9cd39568bb42eac4e75450f2cad14,https://github.com/NVIDIA-NeMo/RL/pull/3021,false
NVIDIA-NeMo/RL,3463,2026-09-01T20:23:34Z,2026-09,feat(draft): support sequence packing with online eagle3 draft training,yuekaizhang,main,2065dd9a4242fe87b3f489d593d9876e3c869367,https://github.com/NVIDIA-NeMo/RL/pull/3463,false
NVIDIA-NeMo/RL,4011,2026-09-09T07:42:49Z,2026-09,feat: add opd/tropd metrics for super v3.5 ,kbhardwaj-nvidia,super-v3.5-posttraining,7251b00de13cda44c7d10016b13ce7e595aee098,https://github.com/NVIDIA-NeMo/RL/pull/4011,false
NVIDIA-NeMo/RL,3730,2026-09-09T07:37:20Z,2026-09,feat(sc): support colocated MInf,tdene,main,edf6b8c425857f9bd121435ec653484b3bb790f0,https://github.com/NVIDIA-NeMo/RL/pull/3730,false
NVIDIA-NeMo/RL,3830,2026-09-09T06:24:17Z,2026-09,feat: super v3.5 posttraining joint mopd,arendu,super-v3.5-posttraining,ba6e973bd3f3c19c2406345f21b99a727f2bc08e,https://github.com/NVIDIA-NeMo/RL/pull/3830,false
NVIDIA-NeMo/RL,4014,2026-09-09T04:01:10Z,2026-09,test: [2/3] add L2 Gym-to-RL rollout acceptance,yaoyu-33,main,74b857c8e57b82e4518ca4ee2a9b88cc1e45ef37,https://github.com/NVIDIA-NeMo/RL/pull/4014,false
NVIDIA-NeMo/RL,4002,2026-09-09T02:43:49Z,2026-09,refactor(docker): read the actor venv list from a Python leaf module,terrykong,main,7b1510aa6e5e1b1b623cf8e9607daa739af95223,https://github.com/NVIDIA-NeMo/RL/pull/4002,false
NVIDIA-NeMo/RL,3983,2026-09-09T01:45:44Z,2026-09,feat: skip validation and reuse pre-converted arrow cache,macandro96,super-v3.5-posttraining,706acebd31b574256d697ea44a74a5943d624d2a,https://github.com/NVIDIA-NeMo/RL/pull/3983,false
NVIDIA-NeMo/RL,3924,2026-09-08T22:44:23Z,2026-09,feat(sc): periodic rollout checkpointing,macandro96,main,41444ecc19ae72f0712b54d650cafb763743ef77,https://github.com/NVIDIA-NeMo/RL/pull/3924,true
NVIDIA-NeMo/RL,4048,2026-09-08T22:09:13Z,2026-09,fix: AUT-2228 route partial reruns to the current attempt,svcnemo-autobot,main,aa7eed333ff89770035d4260fe1426ffbdbdf03f,https://github.com/NVIDIA-NeMo/RL/pull/4048,false
NVIDIA-NeMo/RL,3147,2026-07-10T04:40:37Z,2026-07,docs: fix stale references and typos for NVBug 6436630,qiaochuz-nv,main,aea463dd2dad3c9dd39d92df3a1616647c8ff45a,https://github.com/NVIDIA-NeMo/RL/pull/3147,false
NVIDIA-NeMo/RL,2991,2026-07-01T06:06:00Z,2026-07,docs(mopd): fix dataset override key data.val -> data.validation,qiaochuz-nv,main,3f3eb4474cef1d08b97b0ede235274187a1c19af,https://github.com/NVIDIA-NeMo/RL/pull/2991,false
NVIDIA-NeMo/RL,3923,2026-09-08T18:52:43Z,2026-09,feat(sc): sibling level rollout checkpointing at train boundary,macandro96,main,069a24321f9975598294da826b8a3e2cd83f7ed9,https://github.com/NVIDIA-NeMo/RL/pull/3923,true
NVIDIA-NeMo/RL,3911,2026-09-08T17:42:27Z,2026-09,feat(gemma4): add CP recipes and 12B support,sharonyu-115,main,cbbb57e7a793d6a1c6ee59a2b722641d5a8f5475,https://github.com/NVIDIA-NeMo/RL/pull/3911,false
NVIDIA-NeMo/RL,3345,2026-09-08T15:26:49Z,2026-09,feat(mpo): add Nemotron Omni Nano and Super training,jinglinglingling,main,b7c83586c1ffdbdbd5477c43be78704f62542d34,https://github.com/NVIDIA-NeMo/RL/pull/3345,false
NVIDIA-NeMo/RL,4034,2026-09-08T09:01:08Z,2026-09,fix: prevent OOM in Automodel recipes,jQizhang,main,13182a5f24a47856aa9191f651510d0df249c9c0,https://github.com/NVIDIA-NeMo/RL/pull/4034,false
NVIDIA-NeMo/RL,4020,2026-09-08T04:46:27Z,2026-09,fix: honor NEMO_RL_PY_EXECUTABLES_SYSTEM for all actor environments,yuki-97,main,85ec4510c6241b54209ace16c17db660fc5a47aa,https://github.com/NVIDIA-NeMo/RL/pull/4020,false
NVIDIA-NeMo/RL,4024,2026-09-08T00:45:00Z,2026-09,"fix(tq): install the scalar schema patch at import, not per client",ZhiyuLi-Nvidia,main,1cee83587d0f0d2ba82e7cdeced9772641fddbe3,https://github.com/NVIDIA-NeMo/RL/pull/4024,false
NVIDIA-NeMo/RL,2964,2026-09-07T23:01:54Z,2026-09,fix: resolve HybridEP sequence packing padding,seonjinn,main,0802ec9297a271659cc851f52bf9da808a6571f6,https://github.com/NVIDIA-NeMo/RL/pull/2964,false
NVIDIA-NeMo/RL,4044,2026-09-07T22:42:30Z,2026-09,fix(data-plane): log single-controller metrics before the step is committed,ZhiyuLi-Nvidia,zhiyul/data_plane_observability_metrics,15a6c261945e7e22b642e261d8d241a2e1a4ba28,https://github.com/NVIDIA-NeMo/RL/pull/4044,false
NVIDIA-NeMo/RL,4009,2026-09-07T21:24:24Z,2026-09,feat(mllm-v2): Support single-controller for Megatron-Inference.,cspades,main,fb85ee31ea5318862cfeb710d74a59da47d264b5,https://github.com/NVIDIA-NeMo/RL/pull/4009,false
NVIDIA-NeMo/RL,3844,2026-09-07T20:31:41Z,2026-09,fix(vllm): return HTTP 400 for chat completion context overflow,jepio,main,1d33dba7560bed63107a30593b3d0ef5fab4b715,https://github.com/NVIDIA-NeMo/RL/pull/3844,false
NVIDIA-NeMo/RL,3998,2026-09-07T20:18:19Z,2026-09,feat(fp8): pass custom quantizer factory to MCore,jepio,main,4e9d134eb93d9a860468a92abfa02066deaa831a,https://github.com/NVIDIA-NeMo/RL/pull/3998,false
NVIDIA-NeMo/RL,3997,2026-09-07T20:09:45Z,2026-09,fix(dtensor): keep v1 model loading on Transformers classes,jepio,main,51feaa01b207eb6c137dea235cc185cd9d59ddf8,https://github.com/NVIDIA-NeMo/RL/pull/3997,false
NVIDIA-NeMo/RL,4043,2026-09-07T17:17:19Z,2026-09,fix(sc): give vLLM workers the nemo_gym extra by default instead of swapping the env at runtime,terrykong,cye/rl_mllm_omni_mm_nocolgym_rebase_pr2957,3e547fa9166dbf9311651882e7d191837ffbbb66,https://github.com/NVIDIA-NeMo/RL/pull/4043,false
NVIDIA-NeMo/RL,3917,2026-09-07T02:30:44Z,2026-09,feat(sft): add SFT v2 stage 1 with the Energon multimodal data path,rohitrango,main,e831622435180c88d6adcc9fce46bfd88a85f3e5,https://github.com/NVIDIA-NeMo/RL/pull/3917,false
NVIDIA-NeMo/RL,4022,2026-09-07T00:11:46Z,2026-09,ci: Bump Megatron-Bridge to 5ed9799 ,cspades,main,c0165c8c2753a99bbc6969fee0ea2c1a183cbe50,https://github.com/NVIDIA-NeMo/RL/pull/4022,false
NVIDIA-NeMo/RL,4030,2026-09-07T00:17:20Z,2026-09,"fix(gym): More per-agent_ref metrics: {total,gen}_tokens_per_sample",pjin-nvidia,super-v3.5-posttraining,95d3cc3a46442911372cf1cdf6dbfafc8d31bc8a,https://github.com/NVIDIA-NeMo/RL/pull/4030,false
NVIDIA-NeMo/RL,3651,2026-09-06T04:10:20Z,2026-09,feat: Refit with vLLM reload_weights API,guyueh1,main,a366bc8cffec730080354415d74c2c12462ea028,https://github.com/NVIDIA-NeMo/RL/pull/3651,true
NVIDIA-NeMo/RL,3837,2026-09-05T19:25:40Z,2026-09,feat(sc): gate-authoritative token capture via an external TransferQueue sink,pthombre,main,7036e5d16971e664dd624808f73a68c41780b8de,https://github.com/NVIDIA-NeMo/RL/pull/3837,true
NVIDIA-NeMo/RL,3990,2026-09-05T04:26:54Z,2026-09,fix(vllm): align RADIO LayerScale patch with the super_vl_rl fork loader,DanialTaheri,super-v3.5-posttraining,90624d2c8e136b65dd4e5f53afe42ce265b920ee,https://github.com/NVIDIA-NeMo/RL/pull/3990,false
